skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,topic,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
Jest,Advanced,What is the difference between jest.fn() and jest.spyOn()?,Mocks,Spies,Function tracking,Test doubles,A,"jest.fn() creates mock function; jest.spyOn() spies on existing method without replacing implementation",Mocks,https://jestjs.io/docs/mock-functions,https://youtube.com/results?search_query=jest+fn+vs+spyon,https://youtube.com/results?search_query=jest+fn+vs+spyon+hindi,https://youtube.com/results?search_query=jest+fn+vs+spyon+kannada,https://youtube.com/results?search_query=jest+fn+vs+spyon+tamil,https://youtube.com/results?search_query=jest+fn+vs+spyon+telugu
Jest,Advanced,What are Jest custom matchers and how to create them?,Custom matchers,Assertions,Test utilities,A,"Extend expect with expect.extend(); create matcher functions returning {pass, message}",Matchers,https://jestjs.io/docs/expect#expectextendmatchers,https://youtube.com/results?search_query=jest+custom+matchers,https://youtube.com/results?search_query=jest+custom+matchers+hindi,https://youtube.com/results?search_query=jest+custom+matchers+kannada,https://youtube.com/results?search_query=jest+custom+matchers+tamil,https://youtube.com/results?search_query=jest+custom+matchers+telugu
Jest,Advanced,What is the difference between jest.mock() and jest.doMock()?,Mocking,Module system,Hosting,A,"jest.mock() hoisted to top; jest.doMock() not hoisted, useful for conditional mocking",Mocks,https://jestjs.io/docs/jest-object#jestdomockmodulename-factory-options,https://youtube.com/results?search_query=jest+mock+vs+domock,https://youtube.com/results?search_query=jest+mock+vs+domock+hindi,https://youtube.com/results?search_query=jest+mock+vs+domock+kannada,https://youtube.com/results?search_query=jest+mock+vs+domock+tamil,https://youtube.com/results?search_query=jest+mock+vs+domock+telugu
Jest,Advanced,How does Jest implement async testing with async/await and promises?,Async testing,Promises,Async/await,Timers,A,"Use async/await with test function or return Promise; handle async errors with rejects matcher",Async,https://jestjs.io/docs/asynchronous,https://youtube.com/results?search_query=jest+async+testing,https://youtube.com/results?search_query=jest+async+testing+hindi,https://youtube.com/results?search_query=jest+async+testing+kannada,https://youtube.com/results?search_query=jest+async+testing+tamil,https://youtube.com/results?search_query=jest+async+testing+telugu
Jest,Advanced,How does Jest handle timer mocking with jest.useFakeTimers()?,Timer mocking,Fake timers,setTimeout,setInterval,A,"jest.useFakeTimers() replaces global timers; control time with jest.advanceTimersByTime()",Timers,https://jestjs.io/docs/timer-mocks,https://youtube.com/results?search_query=jest+fake+timers,https://youtube.com/results?search_query=jest+fake+timers+hindi,https://youtube.com/results?search_query=jest+fake+timers+kannada,https://youtube.com/results?search_query=jest+fake+timers+tamil,https://youtube.com/results?search_query=jest+fake+timers+telugu
Jest,Advanced,How does Jest implement test environment configuration with jest-environment?,Test environment,Node.js,JSDOM,Configuration,A,"Configure test environment in jest.config.js or with @jest/environment docblock; custom environments possible",Configuration,https://jestjs.io/docs/configuration#testenvironment-string,https://youtube.com/results?search_query=jest+test+environment,https://youtube.com/results?search_query=jest+test+environment+hindi,https://youtube.com/results?search_query=jest+test+environment+kannada,https://youtube.com/results?search_query=jest+test+environment+tamil,https://youtube.com/results?search_query=jest+test+environment+telugu
Jest,Advanced,What are Jest transform configurations and custom transformers?,Transforms,Babel,TypeScript,File processing,A,"Configure transforms in jest.config.js; custom transformers process files before testing",Configuration,https://jestjs.io/docs/code-transformation,https://youtube.com/results?search_query=jest+transforms+transformers,https://youtube.com/results?search_query=jest+transforms+transformers+hindi,https://youtube.com/results?search_query=jest+transforms+transformers+kannada,https://youtube.com/results?search_query=jest+transforms+transformers+tamil,https://youtube.com/results?search_query=jest+transforms+transformers+telugu
Jest,Advanced,How does Jest implement coverage reporting and threshold configuration?,Code coverage,Istanbul,Thresholds,Reports,A,"--coverage flag generates coverage; configure thresholds in jest.config.js to fail if not met",Coverage,https://jestjs.io/docs/configuration#coveragethreshold-object,https://youtube.com/results?search_query=jest+coverage+reporting,https://youtube.com/results?search_query=jest+coverage+reporting+hindi,https://youtube.com/results?search_query=jest+coverage+reporting+kannada,https://youtube.com/results?search_query=jest+coverage+reporting+tamil,https://youtube.com/results?search_query=jest+coverage+reporting+telugu
Jest,Advanced,What are Jest custom reporters and how to implement them?,Reporters,Output formatting,Custom reporting,A,"Implement reporter class with onRunStart," onTestResult, etc.; configure in jest.config.js"",Reporting,https://jestjs.io/docs/configuration#reporters-arraymodulename-modulename-options,https://youtube.com/results?search_query=jest+custom+reporters,https://youtube.com/results?search_query=jest+custom+reporters+hindi,https://youtube.com/results?search_query=jest+custom+reporters+kannada,https://youtube.com/results?search_query=jest+custom+reporters+tamil,https://youtube.com/results?search_query=jest+custom+reporters+telugu
Jest,Advanced,How does Jest implement watch mode and its configuration?,Watch mode,Development,TDD,File watching,A,"jest --watch runs tests on file changes; configure watch plugins for enhanced functionality",CLI,https://jestjs.io/docs/cli#--watch,https://youtube.com/results?search_query=jest+watch+mode,https://youtube.com/results?search_query=jest+watch+mode+hindi,https://youtube.com/results?search_query=jest+watch+mode+kannada,https://youtube.com/results?search_query=jest+watch+mode+tamil,https://youtube.com/results?search_query=jest+watch+mode+telugu
