skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,topic,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu
MongoDB,Advanced,What is the difference between embedded documents and references in MongoDB data modeling?,Data modeling,Embedded documents,References,Relationships,A,"Embedded: documents within documents (denormalization); References: separate documents linked by IDs (normalization)",Data Modeling,https://www.mongodb.com/docs/manual/core/data-modeling-introduction/,https://youtube.com/results?search_query=mongodb+embedded+vs+references,https://youtube.com/results?search_query=mongodb+embedded+vs+references+hindi,https://youtube.com/results?search_query=mongodb+embedded+vs+references+kannada,https://youtube.com/results?search_query=mongodb+embedded+vs+references+tamil,https://youtube.com/results?search_query=mongodb+embedded+vs+references+telugu
MongoDB,Advanced,What are MongoDB aggregation pipelines and pipeline stages?,Aggregation,Pipeline,$match,$group,A,""Data processing pipelines with stages: $match, $group, $sort, $project, $lookup, $unwind, etc."",Aggregation,https://www.mongodb.com/docs/manual/core/aggregation-pipeline/,https://youtube.com/results?search_query=mongodb+aggregation+pipeline,https://youtube.com/results?search_query=mongodb+aggregation+pipeline+hindi,https://youtube.com/results?search_query=mongodb+aggregation+pipeline+kannada,https://youtube.com/results?search_query=mongodb+aggregation+pipeline+tamil,https://youtube.com/results?search_query=mongodb+aggregation+pipeline+telugu
MongoDB,Advanced,What is the difference between find() and aggregate() operations?,Querying,Aggregation,Performance,A,"find(): simple queries; aggregate(): complex data processing," transformations, computations"",Querying,https://www.mongodb.com/docs/manual/aggregation/,https://youtube.com/results?search_query=mongodb+find+vs+aggregate,https://youtube.com/results?search_query=mongodb+find+vs+aggregate+hindi,https://youtube.com/results?search_query=mongodb+find+vs+aggregate+kannada,https://youtube.com/results?search_query=mongodb+find+vs+aggregate+tamil,https://youtube.com/results?search_query=mongodb+find+vs+aggregate+telugu
MongoDB,Advanced,How does MongoDB implement indexing strategies for optimal performance?,Indexing,Performance,Query optimization,A,"Create indexes on frequently queried fields; compound indexes," multikey indexes, text indexes, geospatial indexes"",Indexing,https://www.mongodb.com/docs/manual/indexes/,https://youtube.com/results?search_query=mongodb+indexing+strategies,https://youtube.com/results?search_query=mongodb+indexing+strategies+hindi,https://youtube.com/results?search_query=mongodb+indexing+strategies+kannada,https://youtube.com/results?search_query=mongodb+indexing+strategies+tamil,https://youtube.com/results?search_query=mongodb+indexing+strategies+telugu
MongoDB,Advanced,What is the difference between capped collections and regular collections?,Collections,Capped collections,Fixed size,A,"Capped collections: fixed size," FIFO order, high-performance writes; Regular collections: dynamic growth"",Collections,https://www.mongodb.com/docs/manual/core/capped-collections/,https://youtube.com/results?search_query=mongodb+capped+vs+regular+collections,https://youtube.com/results?search_query=mongodb+capped+vs+regular+collections+hindi,https://youtube.com/results?search_query=mongodb+capped+vs+regular+collections+kannada,https://youtube.com/results?search_query=mongodb+capped+vs+regular+collections+tamil,https://youtube.com/results?search_query=mongodb+capped+vs+regular+collections+telugu
MongoDB,Advanced,What are MongoDB aggregation pipeline operators and their categories?,Aggregation operators,Expression operators,Accumulators,A,"Operators: $sum," $avg, $push, $addToSet; Categories: arithmetic, array, comparison, date, string"",Aggregation,https://www.mongodb.com/docs/manual/reference/operator/aggregation/,https://youtube.com/results?search_query=mongodb+aggregation+operators,https://youtube.com/results?search_query=mongodb+aggregation+operators+hindi,https://youtube.com/results?search_query=mongodb+aggregation+operators+kannada,https://youtube.com/results?search_query=mongodb+aggregation+operators+tamil,https://youtube.com/results?search_query=mongodb+aggregation+operators+telugu
MongoDB,Advanced,How does MongoDB implement text search and full-text indexing?,Text search,Full-text search,Text indexes,A,"Text indexes support text search; $text operator for searching; language support, stemming",Indexing,https://www.mongodb.com/docs/manual/text-search/,https://youtube.com/results?search_query=mongodb+text+search+full+text,https://youtube.com/results?search_query=mongodb+text+search+full+text+hindi,https://youtube.com/results?search_query=mongodb+text+search+full+text+kannada,https://youtube.com/results?search_query=mongodb+text+search+full+text+tamil,https://youtube.com/results?search_query=mongodb+text+search+full+text+telugu
MongoDB,Advanced,How does MongoDB implement geospatial queries and indexing?,Geospatial,Location data,GeoJSON,A,"2dsphere indexes for spherical geometry; geoWithin, near queries; GeoJSON format for coordinates",Geospatial,https://www.mongodb.com/docs/manual/geospatial-queries/,https://youtube.com/results?search_query=mongodb+geospatial+queries,https://youtube.com/results?search_query=mongodb+geospatial+queries+hindi,https://youtube.com/results?search_query=mongodb+geospatial+queries+kannada,https://youtube.com/results?search_query=mongodb+geospatial+queries+tamil,https://youtube.com/results?search_query=mongodb+geospatial+queries+telugu
MongoDB,Advanced,What are MongoDB write concern and read concern levels?,Write concern,Read concern,Data consistency,A,"Write concern: acknowledgment level (w:1," majority); Read concern: isolation level (local, majority, linearizable)"",Consistency,https://www.mongodb.com/docs/manual/reference/write-concern/,https://youtube.com/results?search_query=mongodb+write+read+concern,https://youtube.com/results?search_query=mongodb+write+read+concern+hindi,https://youtube.com/results?search_query=mongodb+write+read+concern+kannada,https://youtube.com/results?search_query=mongodb+write+read+concern+tamil,https://youtube.com/results?search_query=mongodb+write+read+concern+telugu
MongoDB,Advanced,What is the difference between MongoDB Atlas and self-managed MongoDB?,Deployment,Atlas,Self-managed,A,"Atlas: MongoDB's managed service (DBaaS); Self-managed: install," configure, maintain yourself"",Deployment,https://www.mongodb.com/atlas,https://youtube.com/results?search_query=mongodb+atlas+vs+self+managed,https://youtube.com/results?search_query=mongodb+atlas+vs+self+managed+hindi,https://youtube.com/results?search_query=mongodb+atlas+vs+self+managed+kannada,https://youtube.com/results?search_query=mongodb+atlas+vs+self+managed+tamil,https://youtube.com/results?search_query=mongodb+atlas+vs+self+managed+telugu
