AWS,Advanced,What is AWS Global Accelerator?,Network acceleration,Global routing,Performance optimization,Traffic manager,A,Global Accelerator improves availability and performance of global applications.,Networking,https://docs.aws.amazon.com/global-accelerator/latest/dg/what-is-global-accelerator.html,https://youtube.com/results?search_query=aws+global+accelerator,https://youtube.com/results?search_query=aws+global+accelerator+hindi,https://youtube.com/results?search_query=aws+global+accelerator+kannada,https://youtube.com/results?search_query=aws+global+accelerator+tamil,https://youtube.com/results?search_query=aws+global+accelerator+telugu
AWS,Advanced,What is AWS App Mesh?,Service mesh,Microservices networking,Service communication,App networking,A,App Mesh makes it easy to monitor and control microservices.,Containers,https://docs.aws.amazon.com/app-mesh/latest/userguide/what-is-app-mesh.html,https://youtube.com/results?search_query=aws+app+mesh,https://youtube.com/results?search_query=aws+app+mesh+hindi,https://youtube.com/results?search_query=aws+app+mesh+kannada,https://youtube.com/results?search_query=aws+app+mesh+tamil,https://youtube.com/results?search_query=aws+app+mesh+telugu
AWS,Advanced,What is AWS Network Firewall?,Network security,Stateful firewall,Network protection,Traffic inspection,A,Network Firewall provides network protection across VPCs.,Security,https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html,https://youtube.com/results?search_query=aws+network+firewall,https://youtube.com/results?search_query=aws+network+firewall+hindi,https://youtube.com/results?search_query=aws+network+firewall+kannada,https://youtube.com/results?search_query=aws+network+firewall+tamil,https://youtube.com/results?search_query=aws+network+firewall+telugu
AWS,Advanced,What is AWS Firewall Manager?,Central firewall management,Security management,Policy management,Firewall governance,A,Firewall Manager centrally manages firewall rules across accounts.,Security,https://docs.aws.amazon.com/waf/latest/developerguide/what-is-aws-firewall-manager.html,https://youtube.com/results?search_query=aws+firewall+manager,https://youtube.com/results?search_query=aws+firewall+manager+hindi,https://youtube.com/results?search_query=aws+firewall+manager+kannada,https://youtube.com/results?search_query=aws+firewall+manager+tamil,https://youtube.com/results?search_query=aws+firewall+manager+telugu
AWS,Advanced,What is AWS Certificate Manager?,SSL/TLS certificate management,Certificate authority,SSL certificates,Security certificates,A,Certificate Manager provisions, manages, and deploys SSL/TLS certificates.,Security,https://docs.aws.amazon.com/acm/latest/userguide/acm-overview.html,https://youtube.com/results?search_query=aws+certificate+manager,https://youtube.com/results?search_query=aws+certificate+manager+hindi,https://youtube.com/results?search_query=aws+certificate+manager+kannada,https://youtube.com/results?search_query=aws+certificate+manager+tamil,https://youtube.com/results?search_query=aws+certificate+manager+telugu
AWS,Advanced,What is AWS Artifact?,Compliance documents,Audit artifacts,Security reports,Compliance portal,A,Artifact provides on-demand access to AWS security and compliance reports.,Security,https://docs.aws.amazon.com/artifact/latest/ug/what-is-aws-artifact.html,https://youtube.com/results?search_query=aws+artifact,https://youtube.com/results?search_query=aws+artifact+hindi,https://youtube.com/results?search_query=aws+artifact+kannada,https://youtube.com/results?search_query=aws+artifact+tamil,https://youtube.com/results?search_query=aws+artifact+telugu
AWS,Advanced,What is AWS Detective?,Security investigation,Threat investigation,Security analysis,Incident investigation,A,Detective analyzes security findings to identify root causes.,Security,https://docs.aws.amazon.com/detective/latest/adminguide/what-is-detective.html,https://youtube.com/results?search_query=aws+detective,https://youtube.com/results?search_query=aws+detective+hindi,https://youtube.com/results?search_query=aws+detective+kannada,https://youtube.com/results?search_query=aws+detective+tamil,https://youtube.com/results?search_query=aws+detective+telugu
AWS,Advanced,What is AWS Security Hub?,Security compliance,Security findings aggregation,Security dashboard,Compliance monitoring,A,Security Hub provides comprehensive view of security alerts and compliance.,Security,https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html,https://youtube.com/results?search_query=aws+security+hub,https://youtube.com/results?search_query=aws+security+hub+hindi,https://youtube.com/results?search_query=aws+security+hub+kannada,https://youtube.com/results?search_query=aws+security+hub+tamil,https://youtube.com/results?search_query=aws+security+hub+telugu
AWS,Advanced,What is AWS SSO?,Single sign-on,Identity federation,Centralized access,User management,A,SSO provides centralized access to multiple AWS accounts and applications.,Security,https://docs.aws.amazon.com/singlesignon/latest/userguide/what-is.html,https://youtube.com/results?search_query=aws+sso,https://youtube.com/results?search_query=aws+sso+hindi,https://youtube.com/results?search_query=aws+sso+kannada,https://youtube.com/results?search_query=aws+sso+tamil,https://youtube.com/results?search_query=aws+sso+telugu
AWS,Advanced,What is AWS Control Tower?,Multi-account governance,Landing zone setup,Account management,Compliance guardrails,A,Control Tower sets up and governs secure multi-account AWS environments.,Governance,https://docs.aws.amazon.com/controltower/latest/userguide/what-is-control-tower.html,https://youtube.com/results?search_query=aws+control+tower,https://youtube.com/results?search_query=aws+control+tower+hindi,https://youtube.com/results?search_query=aws+control+tower+kannada,https://youtube.com/results?search_query=aws+control+tower+tamil,https://youtube.com/results?search_query=aws+control+tower+telugu
