skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,topic,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu

"Terraform","Intermediate","What is the difference between Terraform state and configuration?","Core Concepts","State Management","State vs Config","Configuration (.tf files) describes desired infrastructure. State (.tfstate) records actual deployed resources and their properties. Configuration is what you want, state is what exists. Terraform reconciles them to determine changes needed.","https://developer.hashicorp.com/terraform/language/state","https://youtube.com/results?search_query=terraform+state+vs+configuration","https://youtube.com/results?search_query=terraform+state+vs+configuration+hindi","https://youtube.com/results?search_query=terraform+state+vs+configuration+kannada","https://youtube.com/results?search_query=terraform+state+vs+configuration+tamil","https://youtube.com/results?search_query=terraform+state+vs+configuration+telugu"
"Terraform","Intermediate","What are Terraform providers and how do they work?","Core Concepts","Providers","Purpose","Providers are plugins that interact with APIs (AWS, Azure, GCP, etc.). They define resource types and data sources. Terraform Registry hosts providers. Each provider has its own configuration block (provider 'aws' {...}).","https://developer.hashicorp.com/terraform/language/providers","https://youtube.com/results?search_query=terraform+providers","https://youtube.com/results?search_query=terraform+providers+hindi","https://youtube.com/results?search_query=terraform+providers+kannada","https://youtube.com/results?search_query=terraform+providers+tamil","https://youtube.com/results?search_query=terraform+providers+telugu"
"Terraform","Intermediate","Explain the difference between resource and data source in Terraform.","Core Concepts","Resources vs Data Sources","Comparison","Resource: Creates, updates, destroys infrastructure (managed resource). Data source: Fetches information about existing infrastructure (read-only). Resource blocks create things, data source blocks query things. Data sources don't create anything in state.","https://developer.hashicorp.com/terraform/language/resources","https://youtube.com/results?search_query=terraform+resource+vs+data+source","https://youtube.com/results?search_query=terraform+resource+vs+data+source+hindi","https://youtube.com/results?search_query=terraform+resource+vs+data+source+kannada","https://youtube.com/results?search_query=terraform+resource+vs+data+source+tamil","https://youtube.com/results?search_query=terraform+resource+vs+data+source+telugu"
"Terraform","Intermediate","What is Terraform state locking and why is it important?","State Management","Locking","Purpose","State locking prevents concurrent operations on same state file. Uses backend support (S3+DynamoDB, Azure Storage, etc.). Prevents conflicts when multiple users run Terraform simultaneously. Ensures only one terraform apply at a time per state.","https://developer.hashicorp.com/terraform/language/state/locking","https://youtube.com/results?search_query=terraform+state+locking","https://youtube.com/results?search_query=terraform+state+locking+hindi","https://youtube.com/results?search_query=terraform+state+locking+kannada","https://youtube.com/results?search_query=terraform+state+locking+tamil","https://youtube.com/results?search_query=terraform+state+locking+telugu"
"Terraform","Intermediate","What are Terraform modules and their advantages?","Modules","Concepts","Benefits","Modules are reusable containers for multiple resources. Advantages: Reusability, abstraction, encapsulation, versioning, testing. Root module is main directory. Child modules called via module block. Published in Terraform Registry.","https://developer.hashicorp.com/terraform/language/modules","https://youtube.com/results?search_query=terraform+modules+advantages","https://youtube.com/results?search_query=terraform+modules+advantages+hindi","https://youtube.com/results?search_query=terraform+modules+advantages+kannada","https://youtube.com/results?search_query=terraform+modules+advantages+tamil","https://youtube.com/results?search_query=terraform+modules+advantages+telugu"
"Terraform","Intermediate","What is the difference between terraform init, plan, apply, and destroy?","CLI Commands","Workflow","Lifecycle","init: Initializes backend, downloads providers/modules. plan: Creates execution plan (dry-run). apply: Applies changes to reach desired state. destroy: Destroys all managed resources. Typical workflow: init → plan → apply. destroy for cleanup.","https://developer.hashicorp.com/terraform/cli/commands","https://youtube.com/results?search_query=terraform+init+plan+apply+destroy","https://youtube.com/results?search_query=terraform+init+plan+apply+destroy+hindi","https://youtube.com/results?search_query=terraform+init+plan+apply+destroy+kannada","https://youtube.com/results?search_query=terraform+init+plan+apply+destroy+tamil","https://youtube.com/results?search_query=terraform+init+plan+apply+destroy+telugu"
"Terraform","Intermediate","What are Terraform variables and their types?","Configuration","Variables","Types","Variables parameterize configurations. Types: string, number, bool, list, set, map, object, tuple. Defined in variables.tf or .tfvars files. Can have default values, validation rules, sensitive flag. Accessed via var.name.","https://developer.hashicorp.com/terraform/language/values/variables","https://youtube.com/results?search_query=terraform+variables+types","https://youtube.com/results?search_query=terraform+variables+types+hindi","https://youtube.com/results?search_query=terraform+variables+types+kannada","https://youtube.com/results?search_query=terraform+variables+types+tamil","https://youtube.com/results?search_query=terraform+variables+types+telugu"
"Terraform","Intermediate","What are Terraform outputs and their use cases?","Configuration","Outputs","Purpose","Outputs expose values from modules/resources. Use cases: Displaying IP addresses, connection strings, IDs; Passing values between modules; Integration with other tools. Defined in outputs.tf, visible after apply via terraform output.","https://developer.hashicorp.com/terraform/language/values/outputs","https://youtube.com/results?search_query=terraform+outputs","https://youtube.com/results?search_query=terraform+outputs+hindi","https://youtube.com/results?search_query=terraform+outputs+kannada","https://youtube.com/results?search_query=terraform+outputs+tamil","https://youtube.com/results?search_query=terraform+outputs+telugu"
"Terraform","Intermediate","What is Terraform backend and common types?","State Management","Backends","Types","Backend defines where state is stored. Types: local (default), remote (Terraform Cloud/Enterprise), s3 (AWS), azurerm (Azure), gcs (GCP). Remote backends enable collaboration, state locking, encryption. Configured in terraform block.","https://developer.hashicorp.com/terraform/language/settings/backends","https://youtube.com/results?search_query=terraform+backends","https://youtube.com/results?search_query=terraform+backends+hindi","https://youtube.com/results?search_query=terraform+backends+kannada","https://youtube.com/results?search_query=terraform+backends+tamil","https://youtube.com/results?search_query=terraform+backends+telugu"
"Terraform","Intermediate","What are Terraform provisioners and when to use them?","Provisioning","Provisioners","Purpose","Provisioners execute scripts on local or remote machines. Types: local-exec (local machine), remote-exec (remote resource), file (copy files). Use sparingly: when Terraform resources insufficient, for bootstrapping. Consider alternatives (cloud-init, user data).","https://developer.hashicorp.com/terraform/language/resources/provisioners","https://youtube.com/results?search_query=terraform+provisioners","https://youtube.com/results?search_query=terraform+provisioners+hindi","https://youtube.com/results?search_query=terraform+provisioners+kannada","https://youtube.com/results?search_query=terraform+provisioners+tamil","https://youtube.com/results?search_query=terraform+provisioners+telugu"
