skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,topic,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu

"Unreal Engine","Intermediate","What is the difference between Actor, Pawn, and Character classes in Unreal?","Core Concepts","Classes","Hierarchy","Actor is base class for any object placed in level. Pawn extends Actor and can be possessed by controllers. Character extends Pawn with built-in movement (CharacterMovementComponent) and capsule collision. Use Actor for static objects, Pawn for controllable entities, Character for humanoids.","https://docs.unrealengine.com/5.3/en-US/API/Runtime/Engine/GameFramework/AActor/","https://youtube.com/results?search_query=unreal+actor+pawn+character+difference","https://youtube.com/results?search_query=unreal+actor+pawn+character+difference+hindi","https://youtube.com/results?search_query=unreal+actor+pawn+character+difference+kannada","https://youtube.com/results?search_query=unreal+actor+pawn+character+difference+tamil","https://youtube.com/results?search_query=unreal+actor+pawn+character+difference+telugu"
"Unreal Engine","Intermediate","Why should you use Blueprints vs C++ in Unreal Engine?","Programming","Blueprints vs C++","Comparison","Blueprints: Visual scripting, faster prototyping, designer-friendly, good for gameplay logic. C++: Better performance, complex algorithms, engine modifications, reusable code. Best practice: Use Blueprints for level design/quick iteration, C++ for core systems, expose C++ to Blueprints via UPROPERTY/UFUNCTION.","https://docs.unrealengine.com/5.3/en-US/blueprints-visual-scripting-in-unreal-engine/","https://youtube.com/results?search_query=unreal+blueprints+vs+c+++why","https://youtube.com/results?search_query=unreal+blueprints+vs+c+++why+hindi","https://youtube.com/results?search_query=unreal+blueprints+vs+c+++why+kannada","https://youtube.com/results?search_query=unreal+blueprints+vs+c+++why+tamil","https://youtube.com/results?search_query=unreal+blueprints+vs+c+++why+telugu"
"Unreal Engine","Intermediate","How do you create and use Gameplay Ability System (GAS) in Unreal?","Systems","Gameplay Ability System","Implementation","GAS is framework for RPG abilities. Components: AbilitySystemComponent, GameplayAbility, GameplayEffect, AttributeSet. Steps: 1. Add AbilitySystemComponent to Actor, 2. Create AttributeSet for stats, 3. Create GameplayAbilities, 4. Apply GameplayEffects. Use for skills, buffs, damage calculations.","https://docs.unrealengine.com/5.3/en-US/gameplay-ability-system-in-unreal-engine/","https://youtube.com/results?search_query=unreal+gameplay+ability+system+how","https://youtube.com/results?search_query=unreal+gameplay+ability+system+how+hindi","https://youtube.com/results?search_query=unreal+gameplay+ability+system+how+kannada","https://youtube.com/results?search_query=unreal+gameplay+ability+system+how+tamil","https://youtube.com/results?search_query=unreal+gameplay+ability+system+how+telugu"
"Unreal Engine","Intermediate","When should you use UObjects vs Actors in Unreal?","Core Concepts","UObject vs Actor","Usage Scenarios","UObject: Base class for all Unreal objects, garbage collected, not placed in level. Actor: Extends UObject, can be placed in level, has Transform. Use UObjects for data management, utility classes, non-visual systems. Use Actors for level entities, gameplay objects, anything with world presence.","https://docs.unrealengine.com/5.3/en-US/API/Runtime/CoreUObject/UObject/UObject/","https://youtube.com/results?search_query=unreal+uobject+actor+when","https://youtube.com/results?search_query=unreal+uobject+actor+when+hindi","https://youtube.com/results?search_query=unreal+uobject+actor+when+kannada","https://youtube.com/results?search_query=unreal+uobject+actor+when+tamil","https://youtube.com/results?search_query=unreal+uobject+actor+when+telugu"
"Unreal Engine","Intermediate","What is the difference between Tick and Timer in Unreal?","Programming","Timing","Tick vs Timer","Tick: Called every frame (Actor::Tick(), Component::TickComponent()). Timer: Scheduled callback after delay (FTimerManager). Use Tick for continuous updates, Timer for delayed/periodic actions. Performance: Tick runs always (costly), Timer only when needed. Use SetTimer() with delegate for timers.","https://docs.unrealengine.com/5.3/en-US/API/Runtime/Engine/FTimerManager/","https://youtube.com/results?search_query=unreal+tick+timer+difference","https://youtube.com/results?search_query=unreal+tick+timer+difference+hindi","https://youtube.com/results?search_query=unreal+tick+timer+difference+kannada","https://youtube.com/results?search_query=unreal+tick+timer+difference+tamil","https://youtube.com/results?search_query=unreal+tick+timer+difference+telugu"
"Unreal Engine","Intermediate","Why would you use Data Assets in Unreal Engine?","Assets","Data Assets","Benefits","Data Assets store game data (item stats, enemy attributes) as separate assets. Benefits: Easy editing in editor, no hardcoded values, reusable, version controllable. Create via UDataAsset class, use in Blueprints/C++. Better than data tables for complex structured data.","https://docs.unrealengine.com/5.3/en-US/data-driven-gameplay-elements-in-unreal-engine/","https://youtube.com/results?search_query=unreal+data+assets+why","https://youtube.com/results?search_query=unreal+data+assets+why+hindi","https://youtube.com/results?search_query=unreal+data+assets+why+kannada","https://youtube.com/results?search_query=unreal+data+assets+why+tamil","https://youtube.com/results?search_query=unreal+data+assets+why+telugu"
"Unreal Engine","Intermediate","How do you implement save/load system in Unreal?","Systems","Save System","Implementation","Methods: 1. SaveGame class (USaveGame), 2. JSON serialization, 3. Custom binary. Steps: Create SaveGame subclass, implement Save/Load functions, use AsyncSaveGameToSlot/AsyncLoadGameFromSlot. Consider: What data to save (transform, stats, inventory), versioning, compression.","https://docs.unrealengine.com/5.3/en-US/API/Runtime/Engine/GameFramework/USaveGame/","https://youtube.com/results?search_query=unreal+save+load+system+how","https://youtube.com/results?search_query=unreal+save+load+system+how+hindi","https://youtube.com/results?search_query=unreal+save+load+system+how+kannada","https://youtube.com/results?search_query=unreal+save+load+system+how+tamil","https://youtube.com/results?search_query=unreal+save+load+system+how+telugu"
"Unreal Engine","Intermediate","When should you use Interfaces vs Inheritance in Unreal?","Programming","Interfaces","Design Patterns","Interfaces: Define contract without implementation, multiple interfaces per class, use for cross-cutting concerns (Damageable, Interactable). Inheritance: IS-A relationship, single inheritance, use for core hierarchy (Character → PlayerCharacter). Use interfaces for behavior, inheritance for type hierarchy.","https://docs.unrealengine.com/5.3/en-US/interfaces-in-unreal-engine/","https://youtube.com/results?search_query=unreal+interfaces+inheritance+when","https://youtube.com/results?search_query=unreal+interfaces+inheritance+when+hindi","https://youtube.com/results?search_query=unreal+interfaces+inheritance+when+kannada","https://youtube.com/results?search_query=unreal+interfaces+inheritance+when+tamil","https://youtube.com/results?search_query=unreal+interfaces+inheritance+when+telugu"
"Unreal Engine","Intermediate","What is the difference between UPROPERTY and UFUNCTION macros?","C++ Programming","Macros","UPROPERTY vs UFUNCTION","UPROPERTY: Exposes variables to Blueprints/editor (EditAnywhere, BlueprintReadWrite). UFUNCTION: Exposes functions to Blueprints (BlueprintCallable, BlueprintImplementableEvent). UPROPERTY for data, UFUNCTION for behavior. Both enable reflection, garbage collection, replication.","https://docs.unrealengine.com/5.3/en-US/API/Runtime/CoreUObject/UObject/","https://youtube.com/results?search_query=unreal+uproperty+ufunction+difference","https://youtube.com/results?search_query=unreal+uproperty+ufunction+difference+hindi","https://youtube.com/results?search_query=unreal+uproperty+ufunction+difference+kannada","https://youtube.com/results?search_query=unreal+uproperty+ufunction+difference+tamil","https://youtube.com/results?search_query=unreal+uproperty+ufunction+difference+telugu"
"Unreal Engine","Intermediate","How do you optimize Unreal projects for performance?","Performance","Optimization","Techniques","Techniques: 1. Level of Detail (LOD), 2. Occlusion Culling, 3. Texture streaming, 4. Actor pooling, 5. Reduce draw calls, 6. Use instanced static meshes, 7. Optimize Blueprints (avoid tick, use events), 8. Profile with Unreal Insights, Stat commands. Target platforms determine optimization strategy.","https://docs.unrealengine.com/5.3/en-US/performance-and-profiling-in-unreal-engine/","https://youtube.com/results?search_query=unreal+optimization+how","https://youtube.com/results?search_query=unreal+optimization+how+hindi","https://youtube.com/results?search_query=unreal+optimization+how+kannada","https://youtube.com/results?search_query=unreal+optimization+how+tamil","https://youtube.com/results?search_query=unreal+optimization+how+telugu"
