Java,Intermediate,What is the difference between abstract class and interface in Java?,OOP,Abstraction,Design patterns,A,Abstract class can have implementation, constructors, fields; interface has only method signatures (before Java 8), can have default/static methods (Java 8+).,OOP Concepts,https://docs.oracle.com/javase/tutorial/java/IandI/abstract.html,https://youtube.com/results?search_query=java+abstract+class+vs+interface,https://youtube.com/results?search_query=java+abstract+class+vs+interface+hindi,https://youtube.com/results?search_query=java+abstract+class+vs+interface+kannada,https://youtube.com/results?search_query=java+abstract+class+vs+interface+tamil,https://youtube.com/results?search_query=java+abstract+class+vs+interface+telugu
Java,Intermediate,What are default methods in interfaces (Java 8)?,Java 8,Interfaces,Default methods,A,Default methods provide implementation in interfaces, allowing backward compatibility when adding new methods.,Java 8 Features,https://docs.oracle.com/javase/tutorial/java/IandI/defaultmethods.html,https://youtube.com/results?search_query=java+default+methods+interface,https://youtube.com/results?search_query=java+default+methods+interface+hindi,https://youtube.com/results?search_query=java+default+methods+interface+kannada,https://youtube.com/results?search_query=java+default+methods+interface+tamil,https://youtube.com/results?search_query=java+default+methods+interface+telugu
Java,Intermediate,What are static methods in interfaces (Java 8)?,Java 8,Interfaces,Static methods,A,Static methods in interfaces provide utility methods that belong to interface, not instances.,Java 8 Features,https://docs.oracle.com/javase/tutorial/java/IandI/defaultmethods.html,https://youtube.com/results?search_query=java+static+methods+interface,https://youtube.com/results?search_query=java+static+methods+interface+hindi,https://youtube.com/results?search_query=java+static+methods+interface+kannada,https://youtube.com/results?search_query=java+static+methods+interface+tamil,https://youtube.com/results?search_query=java+static+methods+interface+telugu
Java,Intermediate,What are lambda expressions in Java 8?,Java 8,Lambda,Functional programming,A,Lambda expressions provide concise way to implement functional interfaces: (parameters) -> expression.,Java 8 Features,https://docs.oracle.com/javase/tutorial/java/javaOO/lambdaexpressions.html,https://youtube.com/results?search_query=java+lambda+expressions,https://youtube.com/results?search_query=java+lambda+expressions+hindi,https://youtube.com/results?search_query=java+lambda+expressions+kannada,https://youtube.com/results?search_query=java+lambda+expressions+tamil,https://youtube.com/results?search_query=java+lambda+expressions+telugu
Java,Intermediate,What are functional interfaces in Java 8?,Java 8,Functional interfaces,Annotation,A,Interfaces with exactly one abstract method; annotated with @FunctionalInterface.,Java 8 Features,https://docs.oracle.com/javase/8/docs/api/java/lang/FunctionalInterface.html,https://youtube.com/results?search_query=java+functional+interfaces,https://youtube.com/results?search_query=java+functional+interfaces+hindi,https://youtube.com/results?search_query=java+functional+interfaces+kannada,https://youtube.com/results?search_query=java+functional+interfaces+tamil,https://youtube.com/results?search_query=java+functional+interfaces+telugu
Java,Intermediate,What is the Stream API in Java 8?,Java 8,Streams,Functional programming,A,Stream API provides functional-style operations on collections: filter, map, reduce, collect.,Java 8 Features,https://docs.oracle.com/javase/8/docs/api/java/util/stream/Stream.html,https://youtube.com/results?search_query=java+stream+api,https://youtube.com/results?search_query=java+stream+api+hindi,https://youtube.com/results?search_query=java+stream+api+kannada,https://youtube.com/results?search_query=java+stream+api+tamil,https://youtube.com/results?search_query=java+stream+api+telugu
Java,Intermediate,What is the difference between intermediate and terminal operations in Stream API?,Java 8,Streams,Operations,A,Intermediate operations (filter, map) return Stream and are lazy; terminal operations (collect, forEach) produce result and close stream.,Java 8 Features,https://docs.oracle.com/javase/tutorial/collections/streams/,https://youtube.com/results?search_query=java+stream+intermediate+terminal+operations,https://youtube.com/results?search_query=java+stream+intermediate+terminal+operations+hindi,https://youtube.com/results?search_query=java+stream+intermediate+terminal+operations+kannada,https://youtube.com/results?search_query=java+stream+intermediate+terminal+operations+tamil,https://youtube.com/results?search_query=java+stream+intermediate+terminal+operations+telugu
Java,Intermediate,What are Optional class and its usage in Java 8?,Java 8,Optional,Null safety,A,Optional<T> container that may or may not contain value; helps avoid null checks.,Java 8 Features,https://docs.oracle.com/javase/8/docs/api/java/util/Optional.html,https://youtube.com/results?search_query=java+optional+class,https://youtube.com/results?search_query=java+optional+class+hindi,https://youtube.com/results?search_query=java+optional+class+kannada,https://youtube.com/results?search_query=java+optional+class+tamil,https://youtube.com/results?search_query=java+optional+class+telugu
Java,Intermediate,What are method references in Java 8?,Java 8,Method references,Syntactic sugar,A,Class::method shorthand for lambda expressions: System.out::println, String::length.,Java 8 Features,https://docs.oracle.com/javase/tutorial/java/javaOO/methodreferences.html,https://youtube.com/results?search_query=java+method+references,https://youtube.com/results?search_query=java+method+references+hindi,https://youtube.com/results?search_query=java+method+references+kannada,https://youtube.com/results?search_query=java+method+references+tamil,https://youtube.com/results?search_query=java+method+references+telugu
Java,Intermediate,What are Collectors in Stream API?,Java 8,Streams,Collectors,A,Collectors utility class provides reduction operations: toList(), groupingBy(), joining(), etc.,Java 8 Features,https://docs.oracle.com/javase/8/docs/api/java/util/stream/Collectors.html,https://youtube.com/results?search_query=java+collectors+stream,https://youtube.com/results?search_query=java+collectors+stream+hindi,https://youtube.com/results?search_query=java+collectors+stream+kannada,https://youtube.com/results?search_query=java+collectors+stream+tamil,https://youtube.com/results?search_query=java+collectors+stream+telugu
