skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,topic,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu

"Unity","Intermediate","What is the difference between Update(), FixedUpdate(), and LateUpdate()?","Scripting","Update Methods","Timing","Update(): Called every frame, variable frequency based on frame rate. FixedUpdate(): Called at fixed time intervals (default 0.02s) for physics calculations. LateUpdate(): Called after all Update() methods complete, useful for camera follow scripts.","https://docs.unity3d.com/ScriptReference/MonoBehaviour.Update.html","https://youtube.com/results?search_query=unity+update+fixedupdate+lateupdate","https://youtube.com/results?search_query=unity+update+fixedupdate+lateupdate+hindi","https://youtube.com/results?search_query=unity+update+fixedupdate+lateupdate+kannada","https://youtube.com/results?search_query=unity+update+fixedupdate+lateupdate+tamil","https://youtube.com/results?search_query=unity+update+fixedupdate+lateupdate+telugu"
"Unity","Intermediate","What are Unity Coroutines and how do they work?","Scripting","Coroutines","IEnumerator","Coroutines are special methods that can pause execution using yield statements. They use IEnumerator return type and StartCoroutine() to run. Yield instructions: WaitForSeconds, WaitForFixedUpdate, WaitForEndOfFrame, null (next frame). Useful for timed events, animations, sequences.","https://docs.unity3d.com/Manual/Coroutines.html","https://youtube.com/results?search_query=unity+coroutines","https://youtube.com/results?search_query=unity+coroutines+hindi","https://youtube.com/results?search_query=unity+coroutines+kannada","https://youtube.com/results?search_query=unity+coroutines+tamil","https://youtube.com/results?search_query=unity+coroutines+telugu"
"Unity","Intermediate","What is the difference between GameObject.SetActive() and Destroy()?","GameObjects","Management","Activation vs Destruction","SetActive(): Enables/disables GameObject and components, preserves in memory, can be reactivated. Destroy(): Removes GameObject/component from scene, frees memory (after current frame). DestroyImmediate(): Immediate removal (editor only). Use SetActive() for pooling, Destroy() for permanent removal.","https://docs.unity3d.com/ScriptReference/Object.Destroy.html","https://youtube.com/results?search_query=unity+setactive+vs+destroy","https://youtube.com/results?search_query=unity+setactive+vs+destroy+hindi","https://youtube.com/results?search_query=unity+setactive+vs+destroy+kannada","https://youtube.com/results?search_query=unity+setactive+vs+destroy+tamil","https://youtube.com/results?search_query=unity+setactive+vs+destroy+telugu"
"Unity","Intermediate","What are Unity Layers and their uses?","Scene Management","Layers","Purpose","Layers categorize GameObjects for selective operations. Uses: Camera culling, Raycasting filtering, Physics collision filtering, Editor organization. 32 layers available (0-31). Set in Inspector or via LayerMask in code. LayerMask for operations: Camera.cullingMask, Physics.Raycast layerMask parameter.","https://docs.unity3d.com/Manual/Layers.html","https://youtube.com/results?search_query=unity+layers","https://youtube.com/results?search_query=unity+layers+hindi","https://youtube.com/results?search_query=unity+layers+kannada","https://youtube.com/results?search_query=unity+layers+tamil","https://youtube.com/results?search_query=unity+layers+telugu"
"Unity","Intermediate","What are Unity Tags and how to use them?","GameObjects","Tags","Identification","Tags are string identifiers for GameObjects. Predefined tags: Untagged, Respawn, Finish, EditorOnly, MainCamera, Player, GameController. Uses: GameObject.FindWithTag(), GameObject.FindGameObjectsWithTag(), collision detection (other.CompareTag()). Better performance than GameObject.Find() by name.","https://docs.unity3d.com/Manual/Tags.html","https://youtube.com/results?search_query=unity+tags","https://youtube.com/results?search_query=unity+tags+hindi","https://youtube.com/results?search_query=unity+tags+kannada","https://youtube.com/results?search_query=unity+tags+tamil","https://youtube.com/results?search_query=unity+tags+telugu"
"Unity","Intermediate","What is the difference between Transform.position and Transform.localPosition?","Transforms","Position","World vs Local","Transform.position: World space position (relative to scene origin). Transform.localPosition: Local space position (relative to parent). If no parent, they're identical. Transform.position = parent.position + parent.rotation * localPosition. Use world for absolute positioning, local for hierarchical positioning.","https://docs.unity3d.com/ScriptReference/Transform-position.html","https://youtube.com/results?search_query=unity+position+vs+localposition","https://youtube.com/results?search_query=unity+position+vs+localposition+hindi","https://youtube.com/results?search_query=unity+position+vs+localposition+kannada","https://youtube.com/results?search_query=unity+position+vs+localposition+tamil","https://youtube.com/results?search_query=unity+position+vs+localposition+telugu"
"Unity","Intermediate","What are Unity Prefabs and their advantages?","Assets","Prefabs","Benefits","Prefabs are reusable GameObject templates. Advantages: Reusability, consistency, centralized editing, instantiation at runtime, nesting, variants. Create: GameObject → Create Empty → drag to Project window. Modify prefab instance: Overrides, Apply to save changes.","https://docs.unity3d.com/Manual/Prefabs.html","https://youtube.com/results?search_query=unity+prefabs","https://youtube.com/results?search_query=unity+prefabs+hindi","https://youtube.com/results?search_query=unity+prefabs+kannada","https://youtube.com/results?search_query=unity+prefabs+tamil","https://youtube.com/results?search_query=unity+prefabs+telugu"
"Unity","Intermediate","What is the difference between Instantiate() and Resources.Load()?","Resources","Loading","Instantiation","Resources.Load(): Loads asset from Resources folder at runtime, returns asset reference. Instantiate(): Creates GameObject instance from prefab or existing GameObject. Typically: Instantiate(Resources.Load<GameObject>('prefab')). Resources.Load for loading, Instantiate for creating instances.","https://docs.unity3d.com/ScriptReference/Object.Instantiate.html","https://youtube.com/results?search_query=unity+instantiate+vs+resources+load","https://youtube.com/results?search_query=unity+instantiate+vs+resources+load+hindi","https://youtube.com/results?search_query=unity+instantiate+vs+resources+load+kannada","https://youtube.com/results?search_query=unity+instantiate+vs+resources+load+tamil","https://youtube.com/results?search_query=unity+instantiate+vs+resources+load+telugu"
"Unity","Intermediate","What are Unity Events and UnityEvent system?","Scripting","Events","UnityEvent","UnityEvent is serializable delegate system. Allows inspector-based event binding. Benefits: Decoupling, visual editing, no-code connections. Types: UnityEvent (no params), UnityEvent<T0>, etc. Use [Serializable] for custom events. Invoke() triggers event. AddListener() in code.","https://docs.unity3d.com/ScriptReference/Events.UnityEvent.html","https://youtube.com/results?search_query=unity+events+unityevent","https://youtube.com/results?search_query=unity+events+unityevent+hindi","https://youtube.com/results?search_query=unity+events+unityevent+kannada","https://youtube.com/results?search_query=unity+events+unityevent+tamil","https://youtube.com/results?search_query=unity+events+unityevent+telugu"
"Unity","Intermediate","What is the difference between OnTriggerEnter() and OnCollisionEnter()?","Physics","Collision Detection","Trigger vs Collision","OnTriggerEnter(): For trigger colliders (isTrigger=true), no physics interaction, passes through. OnCollisionEnter(): For non-trigger colliders, physics interaction, collision response. Requires at least one Rigidbody (non-kinematic). Use triggers for detection, collisions for physical interactions.","https://docs.unity3d.com/ScriptReference/Collider.OnTriggerEnter.html","https://youtube.com/results?search_query=unity+ontriggerenter+vs+oncollisionenter","https://youtube.com/results?search_query=unity+ontriggerenter+vs+oncollisionenter+hindi","https://youtube.com/results?search_query=unity+ontriggerenter+vs+oncollisionenter+kannada","https://youtube.com/results?search_query=unity+ontriggerenter+vs+oncollisionenter+tamil","https://youtube.com/results?search_query=unity+ontriggerenter+vs+oncollisionenter+telugu"
