skill,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,topic,mdn_link,youtube_english,youtube_hindi,youtube_kannada,youtube_tamil,youtube_telugu

React Native,Basic,What is React Native?,Foundation,Overview,Definition,React Native is an open-source framework for building native mobile apps using React and JavaScript.,https://reactnative.dev/docs/getting-started,https://youtube.com/results?search_query=what+is+react+native,https://youtube.com/results?search_query=what+is+react+native+hindi,https://youtube.com/results?search_query=what+is+react+native+kannada,https://youtube.com/results?search_query=what+is+react+native+tamil,https://youtube.com/results?search_query=what+is+react+native+telugu
React Native,Basic,Who developed React Native?,Foundation,History,Creator,React Native was developed by Facebook and released in 2015.,https://reactnative.dev/,https://youtube.com/results?search_query=who+created+react+native,https://youtube.com/results?search_query=who+created+react+native+hindi,https://youtube.com/results?search_query=who+created+react+native+kannada,https://youtube.com/results?search_query=who+created+react+native+tamil,https://youtube.com/results?search_query=who+created+react+native+telugu
React Native,Basic,Why choose React Native over other frameworks?,Foundation,Benefits,Comparison,For cross-platform development, code reusability, hot reloading, and large community support.,https://reactnative.dev/docs/getting-started,https://youtube.com/results?search_query=why+react+native,https://youtube.com/results?search_query=why+react+native+hindi,https://youtube.com/results?search_query=why+react+native+kannada,https://youtube.com/results?search_query=why+react+native+tamil,https://youtube.com/results?search_query=why+react+native+telugu
React Native,Basic,How is React Native different from React?,Comparison,React vs React Native,Differences,React is for web apps, React Native is for mobile apps using native components instead of HTML.,https://reactnative.dev/docs/intro-react-native-components,https://youtube.com/results?search_query=react+vs+react+native,https://youtube.com/results?search_query=react+vs+react+native+hindi,https://youtube.com/results?search_query=react+vs+react+native+kannada,https://youtube.com/results?search_query=react+vs+react+native+tamil,https://youtube.com/results?search_query=react+vs+react+native+telugu
React Native,Basic,When should you use React Native?,Use Cases,When to Use,Decision,When you need to build iOS and Android apps with shared codebase and faster development.,https://reactnative.dev/docs/getting-started,https://youtube.com/results?search_query=when+use+react+native,https://youtube.com/results?search_query=when+use+react+native+hindi,https://youtube.com/results?search_query=when+use+react+native+kannada,https://youtube.com/results?search_query=when+use+react+native+tamil,https://youtube.com/results?search_query=when+use+react+native+telugu
React Native,Basic,Where does React Native code run?,Architecture,Runtime,Environment,React Native code runs in JavaScript runtime but renders to native UI components.,https://reactnative.dev/docs/intro-react-native-components,https://youtube.com/results?search_query=where+react+native+code+runs,https://youtube.com/results?search_query=where+react+native+code+runs+hindi,https://youtube.com/results?search_query=where+react+native+code+runs+kannada,https://youtube.com/results?search_query=where+react+native+code+runs+tamil,https://youtube.com/results?search_query=where+react+native+code+runs+telugu
React Native,Basic,What platforms does React Native support?,Platforms,Supported,Overview,iOS and Android primarily, with community support for Windows, macOS, and web.,https://reactnative.dev/docs/platform-specific-code,https://youtube.com/results?search_query=react+native+platforms,https://youtube.com/results?search_query=react+native+platforms+hindi,https://youtube.com/results?search_query=react+native+platforms+kannada,https://youtube.com/results?search_query=react+native+platforms+tamil,https://youtube.com/results?search_query=react+native+platforms+telugu
React Native,Basic,How do you install React Native?,Setup,Installation,Process,Using React Native CLI: npx react-native init ProjectName,https://reactnative.dev/docs/environment-setup,https://youtube.com/results?search_query=install+react+native,https://youtube.com/results?search_query=install+react+native+hindi,https://youtube.com/results?search_query=install+react+native+kannada,https://youtube.com/results?search_query=install+react+native+tamil,https://youtube.com/results?search_query=install+react+native+telugu
React Native,Basic,What are the system requirements for React Native?,Setup,Requirements,Prerequisites,Node.js, Java JDK, Android Studio for Android, Xcode for iOS development.,https://reactnative.dev/docs/environment-setup,https://youtube.com/results?search_query=react+native+requirements,https://youtube.com/results?search_query=react+native+requirements+hindi,https://youtube.com/results?search_query=react+native+requirements+kannada,https://youtube.com/results?search_query=react+native+requirements+tamil,https://youtube.com/results?search_query=react+native+requirements+telugu
React Native,Basic,Why do you need Node.js for React Native?,Setup,Node.js,Requirement,Node.js provides npm/yarn for package management and JavaScript runtime environment.,https://nodejs.org/,https://youtube.com/results?search_query=why+nodejs+react+native,https://youtube.com/results?search_query=why+nodejs+react+native+hindi,https://youtube.com/results?search_query=why+nodejs+react+native+kannada,https://youtube.com/results?search_query=why+nodejs+react+native+tamil,https://youtube.com/results?search_query=why+nodejs+react+native+telugu
React Native,Basic,How do you create a new React Native project?,Setup,Project Creation,CLI,npx react-native init MyProject or using Expo: npx create-expo-app MyProject,https://reactnative.dev/docs/environment-setup,https://youtube.com/results?search_query=create+react+native+project,https://youtube.com/results?search_query=create+react+native+project+hindi,https://youtube.com/results?search_query=create+react+native+project+kannada,https://youtube.com/results?search_query=create+react+native+project+tamil,https://youtube.com/results?search_query=create+react+native+project+telugu
React Native,Basic,What is Expo in React Native?,Tools,Expo,Framework,A framework and platform for universal React applications, simplifying development.,https://docs.expo.dev/,https://youtube.com/results?search_query=expo+react+native,https://youtube.com/results?search_query=expo+react+native+hindi,https://youtube.com/results?search_query=expo+react+native+kannada,https://youtube.com/results?search_query=expo+react+native+tamil,https://youtube.com/results?search_query=expo+react+native+telugu
React Native,Basic,When should you use Expo vs React Native CLI?,Tools,Comparison,Decision,Expo for faster setup and managed workflow, CLI for more control and native modules.,https://reactnative.dev/docs/environment-setup,https://youtube.com/results?search_query=expo+vs+cli+react+native,https://youtube.com/results?search_query=expo+vs+cli+react+native+hindi,https://youtube.com/results?search_query=expo+vs+cli+react+native+kannada,https://youtube.com/results?search_query=expo+vs+cli+react+native+tamil,https://youtube.com/results?search_query=expo+vs+cli+react+native+telugu
React Native,Basic,How do you run a React Native app on Android?,Setup,Running,Android,npx react-native run-android or using Android Studio emulator.,https://reactnative.dev/docs/running-on-device,https://youtube.com/results?search_query=run+react+native+android,https://youtube.com/results?search_query=run+react+native+android+hindi,https://youtube.com/results?search_query=run+react+native+android+kannada,https://youtube.com/results?search_query=run+react+native+android+tamil,https://youtube.com/results?search_query=run+react+native+android+telugu
React Native,Basic,How do you run a React Native app on iOS?,Setup,Running,iOS,npx react-native run-ios or using Xcode simulator.,https://reactnative.dev/docs/running-on-device,https://youtube.com/results?search_query=run+react+native+ios,https://youtube.com/results?search_query=run+react+native+ios+hindi,https://youtube.com/results?search_query=run+react+native+ios+kannada,https://youtube.com/results?search_query=run+react+native+ios+tamil,https://youtube.com/results?search_query=run+react+native+ios+telugu
React Native,Basic,What is Metro bundler?,Tools,Metro,Bundler,The JavaScript bundler for React Native that transpiles and bundles code.,https://reactnative.dev/docs/multiplatform,https://youtube.com/results?search_query=metro+bundler+react+native,https://youtube.com/results?search_query=metro+bundler+react+native+hindi,https://youtube.com/results?search_query=metro+bundler+react+native+kannada,https://youtube.com/results?search_query=metro+bundler+react+native+tamil,https://youtube.com/results?search_query=metro+bundler+react+native+telugu
React Native,Basic,How do you start Metro bundler?,Tools,Metro,Starting,npx react-native start or npm start in project directory.,https://reactnative.dev/docs/multiplatform,https://youtube.com/results?search_query=start+metro+bundler,https://youtube.com/results?search_query=start+metro+bundler+hindi,https://youtube.com/results?search_query=start+metro+bundler+kannada,https://youtube.com/results?search_query=start+metro+bundler+tamil,https://youtube.com/results?search_query=start+metro+bundler+telugu
React Native,Basic,What is hot reloading in React Native?,Development,Hot Reloading,Feature,Automatically reloads the app when code changes without losing app state.,https://reactnative.dev/docs/fast-refresh,https://youtube.com/results?search_query=hot+reloading+react+native,https://youtube.com/results?search_query=hot+reloading+react+native+hindi,https://youtube.com/results?search_query=hot+reloading+react+native+kannada,https://youtube.com/results?search_query=hot+reloading+react+native+tamil,https://youtube.com/results?search_query=hot+reloading+react+native+telugu
React Native,Basic,How do you enable hot reloading?,Development,Hot Reloading,Enable,Press Ctrl+M (Android) or Cmd+D (iOS) and select "Enable Hot Reloading".,https://reactnative.dev/docs/fast-refresh,https://youtube.com/results?search_query=enable+hot+reloading+react+native,https://youtube.com/results?search_query=enable+hot+reloading+react+native+hindi,https://youtube.com/results?search_query=enable+hot+reloading+react+native+kannada,https://youtube.com/results?search_query=enable+hot+reloading+react+native+tamil,https://youtube.com/results?search_query=enable+hot+reloading+react+native+telugu
React Native,Basic,What is the basic structure of a React Native component?,Components,Structure,Basic,Similar to React: import React, define component function/class, export component.,https://reactnative.dev/docs/intro-react-native-components,https://youtube.com/results?search_query=react+native+component+structure,https://youtube.com/results?search_query=react+native+component+structure+hindi,https://youtube.com/results?search_query=react+native+component+structure+kannada,https://youtube.com/results?search_query=react+native+component+structure+tamil,https://youtube.com/results?search_query=react+native+component+structure+telugu
React Native,Basic,How do you create a functional component in React Native?,Components,Functional,Creation,function MyComponent() { return <View>...</View>; } export default MyComponent;,https://reactnative.dev/docs/intro-react-native-components,https://youtube.com/results?search_query=functional+component+react+native,https://youtube.com/results?search_query=functional+component+react+native+hindi,https://youtube.com/results?search_query=functional+component+react+native+kannada,https://youtube.com/results?search_query=functional+component+react+native+tamil,https://youtube.com/results?search_query=functional+component+react+native+telugu
React Native,Basic,What is View component in React Native?,Components,View,Container,A container that supports layout with flexbox, style, touch handling, and accessibility.,https://reactnative.dev/docs/view,https://youtube.com/results?search_query=view+component+react+native,https://youtube.com/results?search_query=view+component+react+native+hindi,https://youtube.com/results?search_query=view+component+react+native+kannada,https://youtube.com/results?search_query=view+component+react+native+tamil,https://youtube.com/results?search_query=view+component+react+native+telugu
React Native,Basic,What is Text component in React Native?,Components,Text,Display,A component for displaying text, supporting nesting, styling, and touch handling.,https://reactnative.dev/docs/text,https://youtube.com/results?search_query=text+component+react+native,https://youtube.com/results?search_query=text+component+react+native+hindi,https://youtube.com/results?search_query=text+component+react+native+kannada,https://youtube.com/results?search_query=text+component+react+native+tamil,https://youtube.com/results?search_query=text+component+react+native+telugu
React Native,Basic,How do you add text in React Native?,Components,Text,Usage,<Text>Hello World</Text> inside a View component.,https://reactnative.dev/docs/text,https://youtube.com/results?search_query=add+text+react+native,https://youtube.com/results?search_query=add+text+react+native+hindi,https://youtube.com/results?search_query=add+text+react+native+kannada,https://youtube.com/results?search_query=add+text+react+native+tamil,https://youtube.com/results?search_query=add+text+react+native+telugu
React Native,Basic,What is StyleSheet in React Native?,Styling,StyleSheet,API,An API to create style objects with performance benefits and validation.,https://reactnative.dev/docs/stylesheet,https://youtube.com/results?search_query=stylesheet+react+native,https://youtube.com/results?search_query=stylesheet+react+native+hindi,https://youtube.com/results?search_query=stylesheet+react+native+kannada,https://youtube.com/results?search_query=stylesheet+react+native+tamil,https://youtube.com/results?search_query=stylesheet+react+native+telugu
React Native,Basic,How do you apply styles in React Native?,Styling,Application,Methods,Using style prop: <View style={styles.container}> and StyleSheet.create(),https://reactnative.dev/docs/style,https://youtube.com/results?search_query=apply+styles+react+native,https://youtube.com/results?search_query=apply+styles+react+native+hindi,https://youtube.com/results?search_query=apply+styles+react+native+kannada,https://youtube.com/results?search_query=apply+styles+react+native+tamil,https://youtube.com/results?search_query=apply+styles+react+native+telugu
React Native,Basic,Why use StyleSheet instead of inline styles?,Styling,StyleSheet,Benefits,Better performance, code organization, and validation of style properties.,https://reactnative.dev/docs/stylesheet,https://youtube.com/results?search_query=why+stylesheet+react+native,https://youtube.com/results?search_query=why+stylesheet+react+native+hindi,https://youtube.com/results?search_query=why+stylesheet+react+native+kannada,https://youtube.com/results?search_query=why+stylesheet+react+native+tamil,https://youtube.com/results?search_query=why+stylesheet+react+native+telugu
