Flutter,Intermediate,What's the difference between StatelessWidget and StatefulWidget lifecycle methods?,Widget lifecycle,State management,Component behavior,Rebuild triggers,A,StatelessWidget has build() only; StatefulWidget has initState(), build(), dispose() and can trigger rebuilds with setState().,Widget Lifecycle,https://docs.flutter.dev/ui/widgets-intro,https://youtube.com/results?search_query=flutter+stateless+stateful+difference,https://youtube.com/results?search_query=flutter+stateless+stateful+difference+hindi,https://youtube.com/results?search_query=flutter+stateless+stateful+difference+kannada,https://youtube.com/results?search_query=flutter+stateless+stateful+difference+tamil,https://youtube.com/results?search_query=flutter+stateless+stateful+difference+telugu
Flutter,Intermediate,How do you handle asynchronous operations in initState()?,Async initialization,Lifecycle methods,State setup,API calls,A,Use WidgetsBinding.instance.addPostFrameCallback() or Future.delayed() after initState() completes.,Async Operations,https://docs.flutter.dev/cookbook/networking/fetch-data,https://youtube.com/results?search_query=flutter+initstate+async,https://youtube.com/results?search_query=flutter+initstate+async+hindi,https://youtube.com/results?search_query=flutter+initstate+async+kannada,https://youtube.com/results?search_query=flutter+initstate+async+tamil,https://youtube.com/results?search_query=flutter+initstate+async+telugu
Flutter,Intermediate,What's the purpose of the const keyword in widget constructors?,Performance optimization,Widget immutability,Rebuild prevention,Constant widgets,A,const widgets are compile-time constants, improving performance by preventing unnecessary rebuilds.,Performance,https://docs.flutter.dev/perf/best-practices,https://youtube.com/results?search_query=flutter+const+widgets,https://youtube.com/results?search_query=flutter+const+widgets+hindi,https://youtube.com/results?search_query=flutter+const+widgets+kannada,https://youtube.com/results?search_query=flutter+const+widgets+tamil,https://youtube.com/results?search_query=flutter+const+widgets+telugu
Flutter,Intermediate,How do you pass data between screens using Navigator?,Navigation,Data passing,Screen communication,Routes,A,Use Navigator.push with arguments or pass data in constructor when pushing new routes.,Navigation,https://docs.flutter.dev/cookbook/navigation/navigate-with-arguments,https://youtube.com/results?search_query=flutter+navigator+pass+data,https://youtube.com/results?search_query=flutter+navigator+pass+data+hindi,https://youtube.com/results?search_query=flutter+navigator+pass+data+kannada,https://youtube.com/results?search_query=flutter+navigator+pass+data+tamil,https://youtube.com/results?search_query=flutter+navigator+pass+data+telugu
Flutter,Intermediate,What's the difference between MediaQuery and LayoutBuilder for responsive design?,Responsive design,Layout constraints,Screen adaptation,UI scaling,A,MediaQuery uses screen dimensions; LayoutBuilder uses parent constraints - use based on layout vs screen needs.,Responsive UI,https://docs.flutter.dev/ui/layout/adaptive-responsive,https://youtube.com/results?search_query=flutter+mediaquery+vs+layoutbuilder,https://youtube.com/results?search_query=flutter+mediaquery+vs+layoutbuilder+hindi,https://youtube.com/results?search_query=flutter+mediaquery+vs+layoutbuilder+kannada,https://youtube.com/results?search_query=flutter+mediaquery+vs+layoutbuilder+tamil,https://youtube.com/results?search_query=flutter+mediaquery+vs+layoutbuilder+telugu
Flutter,Intermediate,How do you handle deep linking in Flutter apps?,Deep linking,URL handling,App routing,Deeplink navigation,A,Use uni_links package or handle Platform messages to parse URLs and navigate accordingly.,Deep Linking,https://docs.flutter.dev/ui/navigation/deep-linking,https://youtube.com/results?search_query=flutter+deep+linking,https://youtube.com/results?search_query=flutter+deep+linking+hindi,https://youtube.com/results?search_query=flutter+deep+linking+kannada,https://youtube.com/results?search_query=flutter+deep+linking+tamil,https://youtube.com/results?search_query=flutter+deep+linking+telugu
Flutter,Intermediate,What's the purpose of the Key parameter in widgets?,Widget identity,State preservation,List optimization,Element tree,A,Keys help Flutter identify widgets when rebuilding, crucial for preserving state in lists.,Widget Keys,https://docs.flutter.dev/development/ui/widgets-intro#keys,https://youtube.com/results?search_query=flutter+widget+keys,https://youtube.com/results?search_query=flutter+widget+keys+hindi,https://youtube.com/results?search_query=flutter+widget+keys+kannada,https://youtube.com/results?search_query=flutter+widget+keys+tamil,https://youtube.com/results?search_query=flutter+widget+keys+telugu
Flutter,Intermediate,How do you implement pull-to-refresh functionality?,Refresh indicators,List updates,Data refreshing,User gestures,A,Use RefreshIndicator widget with Future to update data when pulled down.,Refresh UI,https://docs.flutter.dev/cookbook/gestures/handling-taps,https://youtube.com/results?search_query=flutter+pull+to+refresh,https://youtube.com/results?search_query=flutter+pull+to+refresh+hindi,https://youtube.com/results?search_query=flutter+pull+to+refresh+kannada,https://youtube.com/results?search_query=flutter+pull+to+refresh+tamil,https://youtube.com/results?search_query=flutter+pull+to+refresh+telugu
Flutter,Intermediate,What's the difference between FutureBuilder and StreamBuilder?,Async widgets,Data streaming,Reactive updates,State management,A,FutureBuilder handles single async value; StreamBuilder handles multiple values over time.,Async Widgets,https://docs.flutter.dev/cookbook/networking/fetch-data,https://youtube.com/results?search_query=flutter+futurebuilder+vs+streambuilder,https://youtube.com/results?search_query=flutter+futurebuilder+vs+streambuilder+hindi,https://youtube.com/results?search_query=flutter+futurebuilder+vs+streambuilder+kannada,https://youtube.com/results?search_query=flutter+futurebuilder+vs+streambuilder+tamil,https://youtube.com/results?search_query=flutter+futurebuilder+vs+streambuilder+telugu
Flutter,Intermediate,How do you handle app theming and dark mode?,Theming,Dark mode,UI customization,Appearance,A,Use ThemeData with Theme.of(context) and switch between light/dark themes.,Theming,https://docs.flutter.dev/ui/design/theming,https://youtube.com/results?search_query=flutter+dark+mode+theming,https://youtube.com/results?search_query=flutter+dark+mode+theming+hindi,https://youtube.com/results?search_query=flutter+dark+mode+theming+kannada,https://youtube.com/results?search_query=flutter+dark+mode+theming+tamil,https://youtube.com/results?search_query=flutter+dark+mode+theming+telugu
Flutter,Intermediate,What's the purpose of the InheritedWidget?,Data propagation,Widget tree sharing,State inheritance,Context access,A,InheritedWidget propagates data down widget tree, allowing descendant widgets to access shared data.,State Management,https://docs.flutter.dev/development/data-and-backend/state-mgmt/simple,https://youtube.com/results?search_query=flutter+inheritedwidget,https://youtube.com/results?search_query=flutter+inheritedwidget+hindi,https://youtube.com/results?search_query=flutter+inheritedwidget+kannada,https://youtube.com/results?search_query=flutter+inheritedwidget+tamil,https://youtube.com/results?search_query=flutter+inheritedwidget+telugu
Flutter,Intermediate,How do you implement custom paint and canvas drawings?,Custom painting,Canvas API,Custom graphics,UI drawing,A,Use CustomPaint widget with CustomPainter class to draw custom shapes and graphics.,Custom Painting,https://docs.flutter.dev/ui/widgets/custom-paint,https://youtube.com/results?search_query=flutter+custom+paint,https://youtube.com/results?search_query=flutter+custom+paint+hindi,https://youtube.com/results?search_query=flutter+custom+paint+kannada,https://youtube.com/results?search_query=flutter+custom+paint+tamil,https://youtube.com/results?search_query=flutter+custom+paint+telugu
Flutter,Intermediate,What's the difference between GestureDetector and InkWell?,Gesture handling,Tap feedback,Material design,Interactive widgets,A,GestureDetector provides raw gestures; InkWell adds Material Design splash effects.,Gesture Handling,https://docs.flutter.dev/ui/advanced/gestures,https://youtube.com/results?search_query=flutter+gesturedetector+vs+inkwell,https://youtube.com/results?search_query=flutter+gesturedetector+vs+inkwell+hindi,https://youtube.com/results?search_query=flutter+gesturedetector+vs+inkwell+kannada,https://youtube.com/results?search_query=flutter+gesturedetector+vs+inkwell+tamil,https://youtube.com/results?search_query=flutter+gesturedetector+vs+inkwell+telugu
Flutter,Intermediate,How do you handle localization and internationalization?,Localization,i18n,Multi-language,Text translation,A,Use intl package with AppLocalizations and generate arb files for translations.,Localization,https://docs.flutter.dev/accessibility-and-localization/internationalization,https://youtube.com/results?search_query=flutter+localization,https://youtube.com/results?search_query=flutter+localization+hindi,https://youtube.com/results?search_query=flutter+localization+kannada,https://youtube.com/results?search_query=flutter+localization+tamil,https://youtube.com/results?search_query=flutter+localization+telugu
Flutter,Intermediate,What's the purpose of the Builder widget?,Context creation,Wrapping widgets,Scope management,Build methods,A,Builder provides new BuildContext, useful when context from parent isn't available.,Widget Building,https://api.flutter.dev/flutter/widgets/Builder-class.html,https://youtube.com/results?search_query=flutter+builder+widget,https://youtube.com/results?search_query=flutter+builder+widget+hindi,https://youtube.com/results?search_query=flutter+builder+widget+kannada,https://youtube.com/results?search_query=flutter+builder+widget+tamil,https://youtube.com/results?search_query=flutter+builder+widget+telugu
Flutter,Intermediate,How do you implement bottom navigation with state persistence?,Bottom navigation,State preservation,Tab management,Navigation persistence,A,Use IndexedStack or PageView with BottomNavigationBar to preserve tab state.,Navigation,https://docs.flutter.dev/cookbook/design/tabs,https://youtube.com/results?search_query=flutter+bottom+navigation+state,https://youtube.com/results?search_query=flutter+bottom+navigation+state+hindi,https://youtube.com/results?search_query=flutter+bottom+navigation+state+kannada,https://youtube.com/results?search_query=flutter+bottom+navigation+state+tamil,https://youtube.com/results?search_query=flutter+bottom+navigation+state+telugu
Flutter,Intermediate,What's the difference between mainAxisAlignment and crossAxisAlignment in Row/Column?,Flex layout,Alignment positioning,Widget arrangement,Layout direction,A,mainAxisAlignment aligns along main axis; crossAxisAlignment aligns perpendicular axis.,Layout,https://docs.flutter.dev/ui/layout,https://youtube.com/results?search_query=flutter+row+column+alignment,https://youtube.com/results?search_query=flutter+row+column+alignment+hindi,https://youtube.com/results?search_query=flutter+row+column+alignment+kannada,https://youtube.com/results?search_query=flutter+row+column+alignment+tamil,https://youtube.com/results?search_query=flutter+row+column+alignment+telugu
Flutter,Intermediate,How do you handle file operations (read/write) in Flutter?,File system,Storage access,Data persistence,Local files,A,Use path_provider to get directories and dart:io for file operations.,File Handling,https://docs.flutter.dev/cookbook/persistence/reading-writing-files,https://youtube.com/results?search_query=flutter+file+operations,https://youtube.com/results?search_query=flutter+file+operations+hindi,https://youtube.com/results?search_query=flutter+file+operations+kannada,https://youtube.com/results?search_query=flutter+file+operations+tamil,https://youtube.com/results?search_query=flutter+file+operations+telugu
